Input (Misspelled),Expected Output,Predicted Output (Top-1),Top-3 Predictions,Correct?
micsommit,miscommit,miscommit,"miscommit, micromania, microcrith",✅
ngnagreement,nonagreement,nonagreement,"nonagreement, unagreeable, allurement",✅
celeomorpwhae,celeomorphae,celeomorphae,"celeomorphae, lagomorpha, xenomorphic",✅
conifrmand,confirmand,confirmand,"confirmand, conifer, conformal",✅
gomeiusa,gomeisa,gomeisa,"gomeisa, goma, hydromedusa",✅
bnuker,bunker,bunker,"bunker, shaker, tricker",✅
uapttic,upattic,upattic,"upattic, aphetic, cumaphytic",✅
tubreculid,tuberculid,tuberculid,"tuberculid, tuberculinization, speculist",✅
rawjit,ranjit,ranjit,"ranjit, drawers, crawdad",✅
gehafir,ghafir,ghafir,"ghafir, chair, behammer",✅
imswrite,miswrite,miswrite,"miswrite, imperite, skywriter",✅
dmbness,dumbness,dumbness,"dumbness, liminess, farness",✅
shiyv,shivy,shivy,"shivy, shikken, shivzoku",✅
guidwilgly,guidwilly,guidwilly,"guidwilly, guidepost, midwife",✅
whuvtter,whutter,whutter,"whutter, butter, nutter",✅
incnogruity,incongruity,incongruity,"incongruity, inanity, congruism",✅
virtualrize,virtualize,virtualize,"virtualize, velarize, futurize",✅
unstaguesque,unstatuesque,unstatuesque,"unstatuesque, unstain, unstrangulable",✅
couloeter,coulometer,coulometer,"coulometer, cyclometer, couper",✅
unpoortrayed,unportrayed,unportrayed,"unportrayed, unperforated, unprompted",✅
doche,douche,douche,"douche, ditrochee, enniche",✅
sliverporof,sliverproof,sliverproof,"sliverproof, sliphorn, slaverer",✅
gurn,guran,guran,"guran, turn, corn",✅
ibzarreness,bizarreness,bizarreness,"bizarreness, soreness, insaneness",✅
riembark,reimbark,reimbark,"reimbark, imbarn, ambary",✅
ballanster,ballaster,ballaster,"ballaster, kollaster, plankter",✅
dwainrope,wainrope,wainrope,"wainrope, dwayne, parasitotrope",✅
idlaqueation,illaqueation,illaqueation,"illaqueation, inoculation, glaciation",✅
angelcracy,angelocracy,angelocracy,"angelocracy, logocracy, angiolith",✅
murxide,murexide,murexide,"murexide, murkily, murenger",✅
mananic,manganic,manganic,"manganic, banana, vannic",✅
trephenyl,triphenyl,triphenyl,"triphenyl, terphenyl, trephocyte",✅
peysinogen,pepsinogen,pepsinogen,"pepsinogen, pyrogen, imidogen",✅
mecaptol,mercaptol,mercaptol,"mercaptol, megapterinae, laptop",✅
khaasa,khasa,khasa,"khasa, khuai, balsa",✅
postecementary,postelementary,postelementary,"postelementary, postcritical, postcosmic",✅
nids,nidus,nidus,"nidus, suds, canidae",✅
alptop,laptop,laptop,"laptop, alkapton, flop",✅
physiogenesis,physiogenesis,physiogenesis,"physiogenesis, hydatogenesis, physiologist",✅
rpantherish,pantherish,pantherish,"pantherish, riverish, oysterish",✅
argentometnric,argentometric,argentometric,"argentometric, argotic, psychrometric",✅
hdontaspididae,odontaspididae,odontaspididae,"odontaspididae, endaspidean, parasitidae",✅
hbaptizee,baptizee,baptizee,"baptizee, baptismally, hepatize",✅
lanarkte,lanarkite,lanarkite,"lanarkite, lane, ranarian",✅
kdodecylene,dodecylene,dodecylene,"dodecylene, camphylene, decline",✅
somnilioquism,somniloquism,somniloquism,"somniloquism, congruism, moniliales",✅
campulitopous,campulitropous,campulitropous,"campulitropous, campus, ampul",✅
reinfluence,preinfluence,preinfluence,"preinfluence, malinfluence, reincidency",✅
redemptibrle,redemptible,redemptible,"redemptible, exemptive, coemption",✅
antagruelian,pantagruelian,pantagruelian,"pantagruelian, antagony, intaglio",✅
orchidotoy,orchidotomy,orchidotomy,"orchidotomy, orchiomyeloma, pericardotomy",✅
sistowns,sixtowns,sixtowns,"sixtowns, sistomensin, restow",✅
retoject,retroject,retroject,"retroject, traject, cosubject",✅
floomark,floodmark,floodmark,"floodmark, shopmark, flooding",✅
cnenobian,cenobian,cenobian,"cenobian, zenobia, urbian",✅
deapforestation,deafforestation,deafforestation,"deafforestation, deltation, dealbation",✅
trumxless,trumpless,trumpless,"trumpless, trustlessly, rimeless",✅
christedie,christendie,christendie,"christendie, christened, christicide",✅
decemdtentate,decemdentate,decemdentate,"decemdentate, decence, dentatoserrate",✅
enobian,cenobian,cenobian,"cenobian, zenobia, urbian",✅
neele,neele,neele,"neele, neeld, neer",✅
fiturize,futurize,futurize,"futurize, velarize, virtualize",✅
affecatte,affectate,affectate,"affectate, affecter, hecatine",✅
hematmeter,hematimeter,hematimeter,"hematimeter, hemidemisemiquaver, meteorometer",✅
seaite,senaite,senaite,"senaite, searcer, search",✅
dpteral,dipteral,dipteral,"dipteral, dipterologist, triliteral",✅
zintry,wintry,wintry,"wintry, zincky, semicountry",✅
encephalodi,encephaloid,encephaloid,"encephaloid, exencephalous, cephalodiscus",✅
zenoia,zenobia,zen,"zen, zenobia, xenia",❌
unapirehended,unapprehended,unapprehended,"unapprehended, unbended, undenuded",✅
pevrichondritis,perichondritis,perichondritis,"perichondritis, pericholangitis, peridesmitis",✅
secgretomotor,secretomotor,secretomotor,"secretomotor, decarbonator, protector",✅
overcpsual,overcasual,overcasual,"overcasual, overculture, overcoyness",✅
rubbrneck,rubberneck,rubberneck,"rubberneck, dorneck, henpeck",✅
ophthalmpohore,ophthalmophore,ophthalmophore,"ophthalmophore, ophthalmodiagnosis, anophthalmus",✅
ambikextrousness,ambidextrousness,ambidextrousness,"ambidextrousness, uberousness, odoriferousness",✅
presahipment,preshipment,preshipment,"preshipment, prefigurement, presatisfaction",✅
tinktrwise,tinkerwise,tinkerwise,"tinkerwise, tink, thuswise",✅
afvous,favous,favous,"favous, bivious, caricous",✅
ziarra,zimarra,zimarra,"zimarra, muharram, warranted",✅
subsautration,subsaturation,subsaturation,"subsaturation, substratose, unsubstantiation",✅
gabbrad,gabbard,gabbard,"gabbard, garad, bread",✅
urethrobulbar,urethrobulbar,urethrobulbar,"urethrobulbar, extrabulbar, erythroxyline",✅
confideutiary,confidentiary,confidentiary,"confidentiary, confidentiality, confirmatory",✅
soamtotypy,somatotypy,somatotypy,"somatotypy, typy, prototypal",✅
pawnbrokeraage,pawnbrokerage,pawnbrokerage,"pawnbrokerage, aerage, carriage",✅
spautlar,spatular,spatular,"spatular, sporular, spastic",✅
icnremate,incremate,incremate,"incremate, copemate, prematch",✅
aah,mah,mah,"mah, norah, elkanah",✅
guldrn,gulden,gulden,"gulden, gullery, guran",✅
dulpicator,duplicator,duplicator,"duplicator, divaricator, dearsenicator",✅
abprash,abrash,abrash,"abrash, unthrashed, afresh",✅
shauffle,shuffle,shuffle,"shuffle, paraffle, insufflate",✅
ledgling,fledgling,fledgling,"fledgling, gangling, youngling",✅
misextimate,misestimate,misestimate,"misestimate, misenite, bisext",✅
curdinuss,curdiness,curdiness,"curdiness, curstness, sourdine",✅
pedoogistically,pedologistically,pedologistically,"pedologistically, methodistically, pedologist",✅
tipi,taipi,taipi,"taipi, tipsy, octopi",✅
mromcresol,bromcresol,bromcresol,"bromcresol, iodocresol, congreso",✅
prefigubement,prefigurement,prefigurement,"prefigurement, prefinance, preadjustment",✅
elwanah,elkanah,elkanah,"elkanah, elain, toumnah",✅
preopinionatde,preopinionated,preopinionated,"preopinionated, preopen, propugnation",✅
unbloithe,unblithe,unblithe,"unblithe, unbell, unbulky",✅
centiemter,centimeter,centimeter,"centimeter, centiare, centripetal",✅
hippoqmancy,hippomancy,hippomancy,"hippomancy, hippolyte, hippotragus",✅
dsonation,desonation,desonation,"desonation, personation, arsenation",✅
underhyang,underhang,underhang,"underhang, underhung, underhum",✅
wanthemy,anthemy,anthemy,"anthemy, wand, pantherish",✅
curastor,curator,curator,"curator, curstness, cutisector",✅
uenrased,unerased,unerased,"unerased, unrestored, imbased",✅
reistibility,resistibility,resistibility,"resistibility, distractibility, pervertibility",✅
fume,flume,fumy,"fumy, fame, flume",❌
caudatolxnticular,caudatolenticular,caudatolenticular,"caudatolenticular, caudated, ovotesticular",✅
drta,drat,drat,"drat, coperta, diota",✅
unassumabe,unassumable,unassumable,"unassumable, unassaultable, assuming",✅
czymurgy,zymurgy,zymurgy,"zymurgy, orgy, asynergy",✅
homekeping,homekeeping,homekeeping,"homekeeping, helping, hipping",✅
compssable,compassable,compassable,"compassable, compasser, compositively",✅
deafforestatin,deafforestation,deafforestation,"deafforestation, forested, forestiera",✅
meqgaphone,megaphone,megaphone,"megaphone, phone, sousaphone",✅
gyhecocratic,gynecocratic,gynecocratic,"gynecocratic, socratic, autocratic",✅
unclehzod,unclehood,unclehood,"unclehood, unclassableness, uncleanse",✅
tuularity,tubularity,tubularity,"tubularity, celerity, uvularly",✅
justinjianian,justinianian,justinianian,"justinianian, justifyingly, justificatory",✅
chufy,chuffy,chuffy,"chuffy, chunky, chunari",✅
fertt,frett,frett,"frett, ferie, overtint",✅
epitichial,epitrichial,epitrichial,"epitrichial, epitaphic, epidermical",✅
inamovabiltiy,inamovability,inamovability,"inamovability, indeprivability, unsalvability",✅
emcright,embright,embright,"embright, upright, thereright",✅
nunumberedness,unnumberedness,unnumberedness,"unnumberedness, uninterestedness, massedness",✅
wiqdowy,widowy,widowy,"widowy, showy, window",✅
hcontratenor,contratenor,contratenor,"contratenor, contravene, contrapose",✅
unaxplicitness,unexplicitness,unexplicitness,"unexplicitness, unceasingness, unclassableness",✅
presgang,pressgang,pressgang,"pressgang, resing, gantang",✅
dantang,gantang,gantang,"gantang, dang, mustang",✅
hivddenly,hiddenly,hiddenly,"hiddenly, unaldermanly, unridden",✅
elnis,elvis,elvis,"elvis, elain, eranist",✅
golsy,gossy,gossy,"gossy, woolsey, goldbird",✅
coroxitis,coronitis,coronitis,"coronitis, keratitis, celiitis",✅
con,corn,corn,"corn, contise, consign",✅
unfrahable,unframable,unframable,"unframable, unfraught, unfroze",✅
ureteroentreic,ureteroenteric,ureteroenteric,"ureteroenteric, ureterouteral, heteroerotic",✅
ont,pont,ayont,"ayont, pont, ona",❌
thalous,thallous,thallous,"thallous, thallome, exencephalous",✅
metromlacosis,metromalacosis,metromalacosis,"metromalacosis, meteorometer, sporomycosis",✅
coronadly,coronally,coronitis,"coronitis, coronally, corporately",❌
preternormla,preternormal,preternormal,"preternormal, preternotorious, pretendant",✅
dseirous,desirous,desirous,"desirous, goustrous, costiferous",✅
unperfosated,unperforated,unperforated,"unperforated, unprompted, unportrayed",✅
didyyous,didymous,didymous,"didymous, deciduous, desirous",✅
frmdness,fremdness,fremdness,"fremdness, fremdly, massedness",✅
depota,deota,deota,"deota, diota, pelota",✅
anteroinferior,anterointerior,anterointerior,"anterointerior, intermesenterial, antirumor",✅
sswird,swird,swird,"swird, swart, waxbird",✅
bucihmanite,buchmanite,buchmanite,"buchmanite, bucrane, bielenite",✅
jelmutong,jelutong,jelutong,"jelutong, apitong, headstrong",✅
aminoacetoqne,aminoacetone,aminoacetone,"aminoacetone, aminoxylol, aminobenzene",✅
prhomoderationist,promoderationist,promoderationist,"promoderationist, deteriorationist, fictionist",✅
overffatigue,overfatigue,overfatigue,"overfatigue, overfall, overable",✅
begahbled,begabled,begabled,"begabled, begat, begari",✅
beeroceacy,beerocracy,beerocracy,"beerocracy, uterocervical, angelocracy",✅
bzeline,beeline,beeline,"beeline, sideline, decline",✅
snaileaoter,snaileater,snaileater,"snaileater, snailishly, snifter",✅
paniaclly,panically,panically,"panically, pangenetically, panhandle",✅
hypsiprymns,hypsiprymnus,hypsiprymnus,"hypsiprymnus, hypsophyllum, hypergon",✅
predestructdon,predestruction,predestruction,"predestruction, preconstruct, predelegation",✅
eddinger,weddinger,weddinger,"weddinger, eddie, seafardinger",✅
maignment,malignment,malignment,"malignment, realignment, internment",✅
scriobphilous,scribophilous,scribophilous,"scribophilous, lithophilous, scriptitious",✅
himeneally,hymeneally,hymeneally,"hymeneally, distally, pangenetically",✅
symblepahron,symblepharon,symblepharon,"symblepharon, semble, symposiarch",✅
tenoyoplasty,tenomyoplasty,tenomyoplasty,"tenomyoplasty, uteroplasty, reasty",✅
secretomtoor,secretomotor,secretomotor,"secretomotor, unsecrecy, sacrectomy",✅
perieegsis,periegesis,periegesis,"periegesis, perigastrula, peridesmitis",✅
miilk,milk,milk,"milk, mulk, milksick",✅
clbbed,clubbed,clubbed,"clubbed, bed, clubber",✅
dhk,dhak,dhak,"dhak, dusk, sadhe",✅
nmda,namda,namda,"namda, soda, nydia",✅
mpthodless,methodless,methodless,"methodless, landless, pipless",✅
pugar,sugar,sugar,"sugar, begari, sugared",✅
eexncephalous,exencephalous,exencephalous,"exencephalous, encephaloid, acephalus",✅
heteronymosuly,heteronymously,heteronymously,"heteronymously, heterogeny, metonymous",✅
auklt,auklet,auklet,"auklet, abvolt, salt",✅
canopnlike,canonlike,canonlike,"canonlike, penlike, cavelike",✅
wozl,wool,wool,"wool, woolsey, wolflike",✅
oomer,loomer,loomer,"loomer, omar, stormer",✅
lanarikte,lanarkite,lanarkite,"lanarkite, ranarian, panaritium",✅
xitalianation,italianation,italianation,"italianation, taliation, italianism",✅
nonperfecion,nonperfection,nonperfection,"nonperfection, nonpareil, nonpremium",✅
reigll,regill,inveigle,"inveigle, regill, reimbark",❌
saoap,soap,soap,"soap, saip, sapan",✅
aslcepius,asclepius,asclepius,"asclepius, sergius, risorius",✅
cdampa,champa,champa,"champa, slampant, damon",✅
apprenticeshpi,apprenticeship,apprenticeship,"apprenticeship, appendice, ashpit",✅
pancraktion,pancration,pancration,"pancration, patefaction, precaution",✅
bitin,bilin,bilin,"bilin, bitted, martin",✅
fclavolae,clavolae,clavolae,"clavolae, clavelization, favous",✅
metodless,methodless,methodless,"methodless, landless, metonymous",✅
dramatially,dramatically,dramatically,"dramatically, dramatist, dramming",✅
hblieutics,halieutics,halieutics,"halieutics, pneumatics, aesthetics",✅
multicuspid,multicuspid,multicuspid,"multicuspid, multicostate, multitudinism",✅
teporalness,temporalness,temporalness,"temporalness, lealness, technicalness",✅
alabastine,alabastrine,alabastrine,"alabastrine, anabas, hecatine",✅
imperihs,imperish,imperite,"imperite, imperish, impersonate",❌
shoker,shocker,shocker,"shocker, shaker, shode",✅
polycotylokus,polycotylous,polycotylous,"polycotylous, polycrotic, polycladine",✅
detmataneuria,dermataneuria,dermataneuria,"dermataneuria, uria, metatheria",✅
invisibuy,invisibly,invisibly,"invisibly, inviscation, investible",✅
qucamasia,quamasia,quamasia,"quamasia, gamasid, bassia",✅
dummulated,nummulated,nummulated,"nummulated, pustulated, plumulate",✅
polypodiacaee,polypodiaceae,polypodiaceae,"polypodiaceae, polypterus, polyphobia",✅
inaniy,inanity,inanity,"inanity, unanimity, unanimist",✅
minutxia,minutia,minutia,"minutia, minuetish, inutility",✅
wizthvine,withvine,withvine,"withvine, rucervine, antidivine",✅
dimpethoxy,dimethoxy,dimethoxy,"dimethoxy, imperite, imperish",✅
territoary,territory,territory,"territory, tritoma, serriedly",✅
nianity,inanity,inanity,"inanity, finity, justinianian",✅
liotoichidae,liotrichidae,liotrichidae,"liotrichidae, holotrichida, cladoselachidae",✅
amppongue,ampongue,ampongue,"ampongue, brogue, ampul",✅
poverishmet,poverishment,poverishment,"poverishment, lavishment, riverish",✅
kuyrin,kyurin,kyurin,"kyurin, kairine, labyrinthal",✅
excotitable,excogitable,excogitable,"excogitable, excisable, table",✅
hydatgenesis,hydatogenesis,hydatogenesis,"hydatogenesis, physiogenesis, amphigenesis",✅
funbespoken,unbespoken,unbespoken,"unbespoken, unbended, unbell",✅
cachable,coachable,coachable,"coachable, unreproachable, swathable",✅
dwncut,downcut,downcut,"downcut, derout, dropout",✅
gmatrix,matrix,matrix,"matrix, oratrix, zelatrix",✅
gantlat,gantlet,gantlet,"gantlet, gauntly, gantang",✅
quilkqn,quilkin,quilkin,"quilkin, quick, aquilian",✅
haishen,harshen,harshen,"harshen, lichen, ravisher",✅
semein,semeion,semeion,"semeion, semiurn, semble",✅
unexplicitnss,unexplicitness,unexplicitness,"unexplicitness, unexercise, unexactly",✅
guatemaltecbn,guatemaltecan,guatemaltecan,"guatemaltecan, altern, guayule",✅
enldsted,enlisted,enlisted,"enlisted, enlightened, wasted",✅
redemptidble,redemptible,redemptible,"redemptible, exemptive, coemption",✅
strawbrery,strawberry,strawberry,"strawberry, stript, stripling",✅
prostraion,prostration,prostration,"prostration, colostration, costraight",✅
afwber,awber,awber,"awber, fiber, strawberry",✅
vlothesman,clothesman,clothesman,"clothesman, islesman, shotsman",✅
ichthyohpile,ichthyophile,ichthyophile,"ichthyophile, ichthyotoxin, ichthyornithidae",✅
unpractichally,unpractically,unpractically,"unpractically, unpartably, unprecipitate",✅
clership,clerkship,clerkship,"clerkship, aftership, pioneership",✅
polgtone,polytone,polytone,"polytone, polycladine, polycrotic",✅
jypermiraculous,hypermiraculous,hypermiraculous,"hypermiraculous, spiraculiferous, nontuberculous",✅
